Rank,Year,Genre,Device,FIFA,Mario,Call of Duty,Grand Theft Auto,Pokemon,Halo,Wii,NBA,NA_Sales As a percentage of Total,EU_Sales As a percentage of Total,JP_Sales As a percentage of Total,Other_Sales As a percentage of Total
12841,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1630,2016.0,Sports,Console,0,0,0,0,0,0,0,0,74.8,6.5,0.0,18.7
7693,2009.0,Simulation,Console,0,0,0,0,0,0,0,0,90.0,0.0,0.0,5.0
3038,2008.0,Puzzle,Console,0,0,0,0,0,0,0,0,26.87,61.19,0.0,11.94
14204,2016.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1300,2004.0,Platform,Portable,0,0,0,0,0,0,0,0,69.86,26.03,0.0,4.11
7047,1994.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6132,2010.0,Sports,Console,0,0,0,0,0,0,0,0,64.29,25.0,0.0,14.29
2603,1994.0,Racing,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.67,6.33
7476,2011.0,Role-Playing,Console,0,0,0,0,0,0,0,0,66.67,0.0,28.57,4.76
5559,2006.0,Action,Console,0,0,0,0,0,0,0,0,75.76,21.21,0.0,3.03
1184,2002.0,Shooter,Console,0,0,0,0,0,0,0,0,62.42,33.76,0.0,3.82
4479,2002.0,Adventure,Console,0,0,0,0,0,0,0,0,77.27,20.45,0.0,2.27
16424,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3231,2000.0,Sports,Console,0,0,0,0,0,0,0,0,55.56,38.1,0.0,6.35
824,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,60.0,31.22,0.0,9.27
10648,2008.0,Sports,Console,0,0,0,0,0,0,0,0,90.0,0.0,0.0,10.0
3821,1996.0,Sports,Console,0,0,0,0,0,0,0,0,92.45,5.66,0.0,0.0
2914,2011.0,Simulation,Portable,0,0,0,0,0,0,0,0,77.14,14.29,0.0,8.57
16587,2003.0,Puzzle,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
1327,1993.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14627,2010.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10070,2010.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,81.82,0.0,27.27
4955,2013.0,Simulation,Console,0,0,0,0,0,0,0,0,56.41,33.33,0.0,7.69
9,2009.0,Platform,Console,0,1,0,0,0,0,1,0,50.98,24.67,16.42,7.9
14802,2010.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1674,2015.0,Shooter,Console,0,0,0,0,0,0,0,0,60.0,30.83,0.83,9.17
2007,2005.0,Racing,Console,0,0,0,0,0,0,0,0,50.96,44.23,0.0,4.81
14421,2008.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,66.67,0.0,0.0,0.0
13762,2013.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8031,2007.0,Role-Playing,Console,0,0,0,0,0,0,0,0,22.22,16.67,61.11,5.56
7035,2005.0,Misc,Portable,0,0,0,0,0,0,0,0,73.91,26.09,0.0,0.0
16230,2007.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15958,2010.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
12542,2009.0,Racing,PC,0,0,0,0,0,0,0,0,0.0,83.33,0.0,16.67
783,2010.0,Sports,Console,0,1,0,0,0,0,0,0,42.65,21.33,29.86,6.16
9509,2003.0,Action,Console,0,0,0,0,0,0,0,0,46.15,38.46,0.0,15.38
8767,2014.0,Action,Console,0,0,0,0,0,0,0,0,33.33,40.0,13.33,13.33
14842,2005.0,Role-Playing,Console,0,0,0,0,0,0,0,0,33.33,33.33,0.0,0.0
9993,2011.0,Misc,Console,0,0,0,0,0,0,0,0,91.67,0.0,0.0,8.33
6043,2012.0,Role-Playing,Console,0,0,0,0,0,0,0,0,62.07,31.03,0.0,6.9
10410,1995.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10325,2011.0,Misc,Console,0,0,0,0,0,0,0,0,54.55,27.27,0.0,18.18
10183,2007.0,Sports,Console,0,0,0,0,0,0,0,0,72.73,18.18,0.0,9.09
3712,2015.0,Adventure,Console,0,0,0,0,0,0,0,0,53.7,38.89,0.0,9.26
13178,2000.0,Simulation,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14208,2003.0,Racing,Console,0,0,0,0,0,0,0,0,100.0,33.33,0.0,0.0
7690,1991.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
12056,2006.0,Misc,Console,0,0,0,0,0,0,0,0,71.43,14.29,0.0,14.29
1818,2011.0,Action,Console,0,0,0,0,0,0,0,0,64.29,26.79,0.89,8.04
12360,2009.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8722,2011.0,Simulation,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,6.67
14202,2009.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8378,,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16511,2008.0,Role-Playing,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
13226,2008.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,80.0,0.0,0.0,20.0
8599,2006.0,Simulation,Portable,0,0,0,0,0,0,0,0,50.0,18.75,18.75,12.5
641,2003.0,Fighting,Console,0,0,0,0,0,0,0,0,67.63,9.13,21.16,2.49
13902,1997.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,25.0,0.0,0.0
10472,2010.0,Misc,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,10.0
9602,2009.0,Action,Console,0,0,0,0,0,0,0,0,69.23,23.08,0.0,7.69
16176,2009.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2325,2010.0,Sports,Console,0,0,0,0,0,0,0,0,81.11,11.11,0.0,6.67
428,2010.0,Misc,Console,0,0,0,0,0,0,0,0,67.4,24.14,0.31,8.15
10499,2013.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16303,2012.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9700,1999.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,8.33
8257,2004.0,Sports,Console,0,0,0,0,0,0,0,0,47.06,41.18,0.0,11.76
5625,2011.0,Misc,Console,0,0,0,0,0,0,0,0,93.75,0.0,0.0,6.25
4386,2008.0,Misc,Console,0,0,0,0,0,0,0,0,20.0,4.44,0.0,75.56
13172,2016.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,80.0,0.0,20.0
5770,2008.0,Simulation,Console,0,0,0,0,0,0,0,0,80.65,12.9,0.0,9.68
6051,2015.0,Action,Console,0,0,0,0,0,0,0,0,0.0,31.03,65.52,3.45
11593,2003.0,Shooter,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
6909,2007.0,Misc,Console,0,0,0,0,0,0,0,0,79.17,12.5,0.0,8.33
11633,1997.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9332,2008.0,Shooter,Console,0,0,0,0,0,0,0,0,61.54,23.08,0.0,15.38
11064,2009.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,77.78,0.0,11.11,11.11
1486,2008.0,Action,Console,0,0,0,0,0,0,0,0,54.55,31.82,0.0,14.39
384,2013.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8077,2015.0,Action,PC,0,0,0,0,0,0,0,0,61.11,33.33,0.0,11.11
16284,2003.0,Shooter,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
13379,2006.0,Misc,Portable,0,0,0,0,0,0,0,0,80.0,0.0,0.0,0.0
5255,2008.0,Misc,Console,0,0,0,0,0,0,0,0,69.44,16.67,0.0,11.11
12404,2016.0,Racing,Console,0,0,0,0,0,0,0,0,16.67,83.33,0.0,16.67
8339,1999.0,Racing,Console,0,0,0,0,0,0,0,0,82.35,17.65,0.0,0.0
13566,2008.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11504,2005.0,Misc,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
2437,1996.0,Fighting,Console,0,0,0,0,0,0,0,0,16.47,10.59,67.06,7.06
9698,2006.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16472,2009.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
804,2007.0,Simulation,Console,0,0,0,0,0,0,0,0,65.38,25.0,0.0,9.62
14998,1997.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
2266,2011.0,Action,Console,0,0,0,0,0,0,0,0,27.17,15.22,50.0,6.52
4988,1998.0,Racing,Console,0,0,0,0,0,0,0,0,0.0,0.0,94.74,7.89
11787,2013.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3680,1995.0,Fighting,Console,0,0,0,0,0,0,0,0,52.73,36.36,3.64,7.27
12454,2009.0,Shooter,PC,0,0,0,0,0,0,0,0,0.0,83.33,0.0,16.67
15063,2002.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,100.0,50.0,0.0,0.0
4357,2009.0,Sports,Console,0,0,0,0,0,0,0,0,20.0,57.78,11.11,11.11
11062,2007.0,Action,Portable,0,0,0,0,0,0,0,0,88.89,0.0,0.0,11.11
3133,2010.0,Action,Console,0,0,0,0,0,0,0,0,26.15,6.15,61.54,4.62
11441,1994.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,12.5
7970,2008.0,Fighting,Portable,0,0,0,0,0,0,0,0,78.95,10.53,0.0,5.26
5945,2004.0,Action,Console,0,0,0,0,0,0,0,0,76.67,20.0,0.0,3.33
7578,1996.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4601,2001.0,Racing,Console,0,0,0,0,0,0,0,0,54.76,38.1,0.0,7.14
4730,1999.0,Role-Playing,Console,0,0,0,0,0,0,0,0,24.39,4.88,60.98,9.76
16275,2014.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14323,1998.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11668,2010.0,Action,Console,0,0,0,0,0,0,0,0,75.0,12.5,0.0,12.5
5063,,Puzzle,Console,0,0,0,0,0,0,0,0,92.11,5.26,0.0,0.0
5361,2007.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,58.82,8.82,26.47,5.88
9897,2005.0,Strategy,Portable,0,0,0,0,0,0,0,0,83.33,8.33,0.0,8.33
9285,2008.0,Racing,Console,0,0,0,0,0,0,0,0,78.57,7.14,0.0,7.14
2222,2010.0,Sports,Console,0,0,0,0,0,0,0,0,83.87,9.68,0.0,6.45
16559,2002.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
2139,2003.0,Sports,Console,0,0,0,0,0,0,0,0,48.45,38.14,0.0,12.37
1950,2012.0,Action,Console,0,0,0,0,0,0,0,0,29.25,47.17,4.72,17.92
2413,2006.0,Sports,Portable,0,0,0,0,0,0,0,0,1.16,83.72,13.95,1.16
13240,2002.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3891,2012.0,Sports,Console,0,0,0,0,0,0,0,0,56.86,35.29,0.0,7.84
1720,1996.0,Simulation,Console,0,0,0,0,0,0,0,0,55.56,37.61,0.0,6.84
1913,1998.0,Sports,Console,0,0,0,0,0,0,0,0,55.56,37.96,0.0,6.48
14000,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,25.0,0.0,0.0
14423,2006.0,Puzzle,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
1173,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,51.27,37.97,0.63,10.76
13940,2006.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1680,1989.0,Shooter,Portable,0,0,0,0,0,0,0,0,33.33,32.5,30.0,3.33
15894,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
15387,2015.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13848,1999.0,Sports,Console,0,0,0,0,0,0,0,0,50.0,25.0,0.0,0.0
3167,2007.0,Racing,Console,0,0,0,0,0,0,0,0,10.94,67.19,0.0,21.88
11699,2010.0,Puzzle,Portable,0,0,0,0,0,0,0,0,62.5,25.0,0.0,12.5
12225,2007.0,Misc,Portable,0,0,0,0,0,0,0,0,85.71,0.0,0.0,0.0
4942,2002.0,Action,Console,0,0,0,0,0,0,0,0,48.72,38.46,0.0,12.82
503,1999.0,Shooter,Console,0,0,0,0,0,0,0,0,70.49,25.0,0.69,3.82
10691,2012.0,Shooter,Console,0,0,0,0,0,0,0,0,60.0,30.0,0.0,10.0
983,2013.0,Misc,Console,0,0,0,0,0,0,1,0,17.51,30.51,47.46,4.52
4675,2007.0,Shooter,Console,0,0,0,0,0,0,0,0,87.8,4.88,0.0,7.32
8689,2007.0,Fighting,Console,0,0,0,0,0,0,0,0,37.5,31.25,25.0,12.5
1066,1997.0,Fighting,Console,0,0,0,0,0,0,0,0,81.07,16.57,1.78,1.18
4337,2011.0,Sports,Console,0,0,0,0,0,0,0,0,88.89,6.67,0.0,6.67
10457,2005.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,40.0,0.0,10.0
13316,2009.0,Adventure,Console,0,0,0,0,0,0,1,0,0.0,0.0,100.0,0.0
4092,2007.0,Simulation,Console,0,0,0,0,0,0,0,0,87.5,6.25,0.0,8.33
260,2008.0,Role-Playing,Console,0,0,0,0,0,0,0,0,58.24,29.47,2.55,9.51
10647,2002.0,Platform,Portable,0,0,0,0,0,0,0,0,70.0,30.0,0.0,0.0
1820,2001.0,Racing,Console,0,0,0,0,0,0,0,0,49.11,38.39,0.0,12.5
11952,2006.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10693,1999.0,Strategy,PC,0,0,0,0,0,0,0,0,10.0,80.0,0.0,20.0
7565,2001.0,Racing,Console,0,0,0,0,0,0,0,0,45.0,35.0,10.0,10.0
334,2000.0,Platform,Console,0,0,0,0,0,0,0,0,52.02,42.59,0.0,5.12
1354,1999.0,Sports,Console,0,0,0,0,0,0,0,0,55.24,37.76,0.0,6.29
2944,2014.0,Action,Portable,0,0,0,0,0,0,0,0,40.58,44.93,7.25,7.25
2757,2006.0,Sports,Console,0,0,0,0,0,0,0,0,82.67,2.67,0.0,13.33
13644,2011.0,Puzzle,Portable,0,0,0,0,0,0,0,0,0.0,100.0,0.0,25.0
6240,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,89.29,0.0,0.0,7.14
12524,2005.0,Racing,Portable,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0
15850,2006.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6844,2010.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7200,2004.0,Platform,Portable,0,0,0,0,0,0,0,0,72.73,27.27,0.0,0.0
17,2013.0,Action,Console,0,0,0,1,0,0,0,0,32.76,43.32,4.53,19.35
1348,2013.0,Action,Console,0,0,0,0,0,0,0,0,67.13,25.87,0.0,7.69
9401,2004.0,Misc,Console,0,0,0,0,0,0,0,0,76.92,23.08,0.0,0.0
661,1998.0,Fighting,Console,0,0,0,0,0,0,0,0,81.51,16.39,1.26,0.84
3987,1995.0,Sports,Console,0,0,0,0,0,0,0,0,56.0,38.0,0.0,6.0
5283,2012.0,Fighting,Console,0,0,0,0,0,0,0,0,54.29,34.29,2.86,8.57
1227,2003.0,Sports,Console,0,1,0,0,0,0,0,0,71.24,9.8,16.34,2.61
6587,1997.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3687,2004.0,Shooter,Console,0,0,0,0,0,0,0,0,72.73,21.82,0.0,3.64
7918,2007.0,Action,Console,0,0,0,0,0,0,0,0,78.95,5.26,10.53,5.26
742,2011.0,Action,Console,0,0,0,0,0,0,0,0,15.53,44.29,25.11,15.07
611,2007.0,Misc,Console,0,0,0,0,0,0,0,0,59.52,30.95,0.0,9.52
473,1993.0,Shooter,Console,0,0,0,0,0,0,0,0,53.85,17.06,26.76,2.34
9835,2009.0,Strategy,Portable,0,0,0,0,0,0,0,0,66.67,16.67,0.0,16.67
15738,2007.0,Platform,Portable,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
12779,2000.0,Adventure,Console,0,0,0,0,0,0,0,0,50.0,33.33,0.0,0.0
11661,2009.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
114,2004.0,Racing,Console,0,0,0,0,0,0,0,0,39.28,43.77,1.16,15.8
7381,2001.0,Shooter,Console,0,0,0,0,0,0,0,0,47.62,38.1,0.0,14.29
7402,2010.0,Misc,Console,0,0,0,0,0,0,0,0,95.24,0.0,0.0,4.76
897,2009.0,Racing,Console,0,0,0,0,0,0,0,0,38.02,50.52,0.52,11.46
13656,2007.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15223,2009.0,Puzzle,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
8299,1997.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,94.12,5.88
7335,2010.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,90.48,0.0,14.29
13704,2016.0,Strategy,Console,0,0,0,0,0,0,0,0,25.0,50.0,0.0,25.0
585,2011.0,Sports,Console,0,0,0,0,0,0,0,1,88.17,5.34,0.38,6.11
5276,2007.0,Strategy,Console,0,0,0,0,0,0,0,0,62.86,8.57,22.86,5.71
6490,2006.0,Fighting,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
16409,2014.0,Action,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
11577,2009.0,Misc,Portable,0,0,0,0,0,0,0,0,87.5,0.0,0.0,12.5
15620,2008.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
11459,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,87.5,0.0,0.0,12.5
9140,2005.0,Strategy,Portable,0,0,0,0,0,0,0,0,78.57,14.29,0.0,14.29
13845,2010.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,25.0,0.0,0.0
2486,,Sports,Portable,0,0,0,0,0,0,0,0,92.77,3.61,0.0,4.82
10072,2003.0,Action,Console,0,0,0,0,0,0,0,0,72.73,18.18,0.0,0.0
1330,2008.0,Puzzle,Console,0,0,0,0,0,0,0,0,66.9,23.45,0.0,8.97
8692,2005.0,Shooter,Portable,0,0,0,0,0,0,0,0,87.5,0.0,0.0,6.25
16486,2007.0,Strategy,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
3090,2009.0,Sports,Portable,0,0,0,0,0,0,0,0,75.76,12.12,0.0,12.12
5092,2007.0,Platform,Portable,0,0,0,0,0,0,0,0,86.49,8.11,0.0,8.11
7662,2004.0,Sports,Console,0,0,0,0,0,0,0,0,75.0,20.0,0.0,5.0
13329,2007.0,Racing,Console,0,0,0,0,0,0,0,0,80.0,0.0,0.0,0.0
2850,2011.0,Racing,Console,0,0,0,0,0,0,0,0,34.72,54.17,0.0,11.11
9647,2009.0,Shooter,Console,0,0,0,0,0,0,0,0,76.92,7.69,0.0,7.69
5191,1997.0,Simulation,Console,0,0,0,0,0,0,0,0,55.56,38.89,0.0,5.56
2152,1999.0,Misc,Console,0,0,0,0,0,0,0,0,56.25,37.5,0.0,6.25
5239,2008.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13222,2010.0,Sports,Console,0,0,0,0,0,0,0,0,40.0,40.0,0.0,0.0
3181,2008.0,Action,Console,0,0,0,0,0,0,0,0,70.31,15.62,6.25,7.81
10362,2011.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,36.36,54.55,9.09
15112,2009.0,Adventure,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
11336,2010.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,62.5,0.0,37.5,12.5
14887,2011.0,Action,PC,0,0,0,0,0,0,0,0,66.67,0.0,0.0,0.0
7060,2008.0,Puzzle,Console,0,0,0,0,0,0,0,0,82.61,8.7,0.0,8.7
9969,2014.0,Action,Portable,0,0,0,0,0,0,0,0,58.33,8.33,0.0,25.0
4647,2002.0,Shooter,Console,0,0,0,0,0,0,0,0,47.62,38.1,0.0,11.9
3854,2010.0,Misc,Console,0,0,0,0,0,0,0,0,88.46,3.85,0.0,5.77
15411,2006.0,Action,Portable,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
3931,2004.0,Misc,Console,0,0,0,0,0,0,0,0,72.55,21.57,0.0,3.92
15210,1997.0,Sports,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
6852,2010.0,Action,Console,0,0,0,0,0,0,0,0,70.83,20.83,0.0,8.33
3908,1999.0,Misc,Console,0,0,0,0,0,0,0,0,80.39,17.65,0.0,1.96
11924,2007.0,Puzzle,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4058,2013.0,Action,Portable,0,0,0,0,0,0,0,0,57.14,34.69,0.0,8.16
11665,2004.0,Platform,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
8919,2008.0,Sports,Console,0,0,0,0,0,0,0,0,46.67,40.0,0.0,13.33
3081,1982.0,Action,Console,0,0,0,0,0,0,0,0,93.94,6.06,0.0,1.52
13742,1999.0,Strategy,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
8425,2007.0,Adventure,Portable,0,0,0,0,0,0,0,0,88.24,5.88,0.0,5.88
7012,2008.0,Adventure,Console,0,0,0,0,0,0,0,0,86.96,8.7,0.0,8.7
5921,2003.0,Simulation,PC,0,0,0,0,0,0,0,0,3.33,80.0,0.0,16.67
91,2005.0,Action,Portable,0,0,0,1,0,0,0,0,37.56,36.66,3.11,22.67
9967,2011.0,Platform,Portable,0,0,0,0,0,0,0,0,75.0,16.67,0.0,8.33
5282,2009.0,Action,Console,0,0,0,0,0,0,0,0,40.0,45.71,0.0,17.14
5529,2009.0,Racing,Portable,0,0,0,0,0,0,0,0,27.27,48.48,0.0,27.27
1384,1996.0,Sports,Console,0,0,0,0,0,0,0,0,82.14,14.29,0.0,3.57
11360,2011.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3762,2005.0,Sports,Console,0,0,0,0,0,0,0,0,84.91,3.77,0.0,13.21
12677,2008.0,Sports,Portable,0,0,0,0,0,0,0,0,83.33,0.0,0.0,0.0
12264,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
8282,2014.0,Action,Portable,0,0,0,0,0,0,0,0,35.29,23.53,23.53,17.65
8319,2013.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,17.65,82.35,0.0
14652,2010.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15484,2016.0,Adventure,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
7620,1998.0,Sports,Console,0,0,0,0,0,0,0,0,80.0,20.0,0.0,0.0
8819,1997.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.33,6.67
6781,2015.0,Action,Portable,0,0,0,0,0,0,0,0,12.5,66.67,0.0,20.83
13993,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2039,2006.0,Sports,Console,0,0,0,0,0,0,0,0,95.1,2.94,0.0,2.94
4128,2008.0,Simulation,Console,0,0,0,0,0,0,0,0,33.33,52.08,2.08,10.42
6011,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,75.86,20.69,0.0,3.45
14788,2011.0,Simulation,PC,0,0,0,0,0,0,0,0,0.0,66.67,0.0,33.33
180,,Sports,Console,0,0,0,0,0,0,0,0,81.45,4.97,0.19,13.58
8139,2002.0,Strategy,Console,0,0,0,0,0,0,0,0,50.0,38.89,0.0,11.11
5728,2014.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
12210,2009.0,Misc,Console,0,0,0,0,0,0,0,0,85.71,0.0,0.0,0.0
11942,2005.0,Misc,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
6031,1999.0,Racing,Console,0,0,0,0,0,0,0,0,79.31,20.69,0.0,0.0
2609,2009.0,Sports,Console,0,0,0,0,0,0,0,0,53.16,31.65,0.0,15.19
11133,2003.0,Shooter,Console,0,0,0,0,0,0,0,0,77.78,22.22,0.0,0.0
14684,2012.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,66.67,0.0,0.0
6615,2006.0,Action,Console,0,0,0,0,0,0,0,0,48.0,40.0,0.0,12.0
4687,2010.0,Sports,Console,0,0,0,0,0,0,0,0,9.76,51.22,12.2,26.83
10346,2010.0,Sports,Console,0,0,0,0,0,0,0,0,90.91,0.0,0.0,9.09
2861,2007.0,Role-Playing,Console,0,0,0,0,0,0,0,0,25.35,1.41,70.42,2.82
13025,2015.0,Fighting,PC,0,0,0,0,0,0,0,0,20.0,80.0,0.0,0.0
3046,1981.0,Action,Console,0,0,0,0,0,0,0,0,94.03,4.48,0.0,1.49
2305,2008.0,Puzzle,Portable,0,0,0,0,0,0,0,0,33.33,54.44,0.0,11.11
1724,2002.0,Platform,Console,0,0,0,0,0,0,0,0,48.72,38.46,0.0,12.82
10366,2002.0,Shooter,Console,0,0,0,0,0,0,0,0,72.73,18.18,0.0,0.0
15520,2013.0,Simulation,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
5820,2000.0,Role-Playing,Console,0,0,0,0,0,0,0,0,48.39,38.71,0.0,12.9
9754,2009.0,Puzzle,Console,0,0,0,0,0,0,0,0,91.67,0.0,0.0,8.33
11720,2009.0,Misc,Portable,0,0,0,0,0,0,0,0,87.5,0.0,0.0,12.5
1226,2016.0,Sports,Console,1,0,0,0,0,0,0,0,11.11,82.35,0.0,6.54
12314,2009.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0
8081,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,94.44,0.0,0.0,5.56
10759,1998.0,Role-Playing,Console,0,0,0,0,0,0,0,0,10.0,10.0,70.0,10.0
9389,2010.0,Role-Playing,Console,0,0,0,0,0,0,0,0,69.23,23.08,0.0,7.69
9103,2009.0,Sports,Portable,0,0,0,0,0,0,0,0,64.29,0.0,28.57,7.14
5442,2011.0,Shooter,Console,0,0,0,0,0,0,0,0,18.18,45.45,21.21,15.15
13129,2009.0,Racing,PC,0,0,0,0,0,0,0,0,0.0,80.0,0.0,20.0
6024,2001.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5894,1997.0,Simulation,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.33,6.67
14509,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13516,2002.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14197,2005.0,Sports,Portable,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0
