Rank,Year,Genre,Device,FIFA,Mario,Call of Duty,Grand Theft Auto,Pokemon,Halo,Wii,NBA,NA_Sales As a percentage of Total,EU_Sales As a percentage of Total,JP_Sales As a percentage of Total,Other_Sales As a percentage of Total
12748,2004.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,33.33,0.0,16.67
10944,2000.0,Platform,Console,0,0,0,0,0,0,0,0,55.56,33.33,0.0,11.11
7805,2008.0,Racing,Console,0,0,0,0,0,0,0,0,94.74,0.0,0.0,5.26
4123,2011.0,Role-Playing,Console,0,0,0,0,0,0,0,0,54.17,22.92,12.5,10.42
8715,2011.0,Sports,Console,0,0,0,0,0,0,0,0,31.25,56.25,0.0,12.5
67,1997.0,Role-Playing,Console,0,0,0,0,0,0,0,0,30.97,25.41,33.74,9.88
449,2010.0,Role-Playing,Console,0,0,0,0,0,0,0,0,63.99,26.37,0.96,8.68
16216,2007.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8433,2015.0,Sports,Console,0,0,0,0,0,0,0,0,88.24,0.0,0.0,11.76
4031,2010.0,Shooter,Console,0,0,0,0,0,0,0,0,40.82,46.94,2.04,10.2
13197,2011.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4081,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,89.8,2.04,0.0,8.16
14826,2012.0,Adventure,PC,0,0,0,0,0,0,0,0,0.0,66.67,0.0,0.0
7375,2011.0,Strategy,Portable,0,0,0,0,0,0,0,0,47.62,14.29,33.33,4.76
681,2010.0,Simulation,Console,0,0,0,0,0,0,0,0,54.51,36.91,0.0,8.58
14411,2005.0,Strategy,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
899,2001.0,Shooter,Console,0,0,0,0,0,0,0,0,39.58,50.0,0.0,10.42
12116,1997.0,Simulation,Console,0,0,0,0,0,0,0,0,57.14,42.86,0.0,0.0
13011,2010.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6799,2002.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,37.5,0.0,12.5
2881,2002.0,Platform,Console,0,0,0,0,0,0,0,0,77.46,19.72,0.0,2.82
5463,2004.0,Misc,Portable,0,0,0,0,0,0,0,0,39.39,45.45,0.0,15.15
1774,1986.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1367,2014.0,Action,Console,0,0,0,0,0,0,0,0,33.33,45.39,4.26,17.73
1686,2013.0,Sports,Console,0,0,0,0,0,0,0,0,41.18,41.18,0.0,17.65
1760,2005.0,Action,Console,0,0,0,0,0,0,0,0,71.55,24.14,0.0,4.31
4384,2010.0,Shooter,Portable,0,0,0,0,0,0,0,0,37.78,28.89,13.33,17.78
9235,2005.0,Sports,Console,1,0,0,0,0,0,0,0,78.57,21.43,0.0,0.0
15510,2016.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11370,2011.0,Fighting,Console,0,0,0,0,0,0,0,0,62.5,37.5,0.0,12.5
11026,1998.0,Puzzle,Console,0,0,0,0,0,0,0,0,55.56,33.33,0.0,11.11
8986,2010.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8587,2000.0,Fighting,Console,0,0,0,0,0,0,0,0,81.25,18.75,0.0,0.0
10838,2011.0,Puzzle,PC,0,0,0,0,0,0,0,0,0.0,77.78,0.0,22.22
6079,2003.0,Platform,Console,0,0,0,0,0,0,0,0,48.28,37.93,0.0,13.79
5673,1997.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.75,6.25
531,2001.0,Fighting,Console,0,0,0,0,0,0,0,0,42.65,41.22,1.43,14.7
7844,2001.0,Misc,Console,0,0,0,0,0,0,0,0,47.37,36.84,0.0,10.53
4074,2011.0,Action,Portable,0,0,0,0,0,0,0,0,63.27,20.41,10.2,6.12
4619,2002.0,Racing,Console,0,0,0,0,0,0,0,0,83.33,11.9,0.0,4.76
7530,2008.0,Role-Playing,Console,0,0,0,0,0,0,0,0,80.0,10.0,5.0,10.0
16560,2014.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7299,2002.0,Misc,Portable,0,0,0,0,0,0,0,0,68.18,27.27,0.0,0.0
125,2014.0,Sports,Console,1,0,0,0,0,0,0,0,11.99,65.1,0.76,22.31
15784,2007.0,Shooter,PC,0,0,0,0,0,0,0,0,0.0,50.0,0.0,0.0
15887,2010.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
8572,2009.0,Fighting,Console,0,0,0,0,0,0,0,0,68.75,6.25,18.75,6.25
5611,2006.0,Shooter,Console,0,0,0,0,0,0,0,0,84.38,9.38,0.0,9.38
2029,2007.0,Fighting,Console,0,0,0,0,0,0,0,0,44.12,45.1,0.0,10.78
16232,,Shooter,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
5300,2010.0,Misc,Console,0,0,0,0,0,0,0,0,88.57,5.71,0.0,5.71
4355,1998.0,Action,Console,0,0,0,0,0,0,0,0,55.56,37.78,0.0,6.67
14784,2010.0,Role-Playing,PC,0,0,0,0,0,0,0,0,0.0,66.67,0.0,33.33
118,2010.0,Sports,Console,0,0,0,0,0,0,0,0,51.4,38.77,0.0,9.84
12984,2009.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14775,2006.0,Action,Portable,0,0,0,0,0,0,0,0,66.67,0.0,0.0,0.0
5126,2000.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,86.49,13.51
14283,2007.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1806,1999.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.81,6.19
5253,1998.0,Racing,Console,0,0,0,0,0,0,0,0,55.56,36.11,0.0,5.56
2314,2007.0,Platform,Console,0,0,0,0,0,0,0,0,82.22,3.33,1.11,13.33
12775,2002.0,Racing,Portable,0,0,0,0,0,0,0,0,66.67,16.67,0.0,0.0
14558,2016.0,Sports,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
13587,2011.0,Platform,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
1195,2013.0,Action,Console,0,0,0,0,0,0,0,0,37.82,48.08,0.64,13.46
1743,2010.0,Role-Playing,PC,0,0,0,0,0,0,0,0,50.0,38.79,0.0,12.07
4989,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,63.16,28.95,0.0,10.53
11512,2009.0,Sports,Portable,0,0,0,0,0,0,0,1,87.5,0.0,0.0,12.5
5474,2010.0,Misc,Console,0,0,0,0,0,0,0,0,93.94,0.0,0.0,6.06
7414,1999.0,Misc,Console,0,0,0,0,0,0,0,0,80.95,19.05,0.0,0.0
9643,2008.0,Action,Portable,0,0,0,0,0,0,0,0,69.23,23.08,0.0,7.69
16420,2009.0,Puzzle,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
3722,2011.0,Fighting,Console,0,0,0,0,0,0,0,0,72.22,18.52,1.85,7.41
2651,2008.0,Racing,Portable,0,0,0,0,0,0,0,0,30.77,42.31,1.28,25.64
11456,2010.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,87.5,0.0,12.5
9599,2008.0,Adventure,Portable,0,0,0,0,0,0,0,0,84.62,7.69,0.0,7.69
176,1999.0,Platform,Console,0,0,0,0,0,0,0,0,63.19,14.99,20.68,1.14
7220,2009.0,Adventure,Console,0,0,0,0,0,0,0,0,40.91,45.45,0.0,9.09
6371,2009.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,51.85,0.0,44.44,3.7
3472,2000.0,Role-Playing,Console,0,0,0,0,0,0,0,0,39.66,27.59,27.59,6.9
341,2005.0,Racing,Portable,0,0,0,0,0,0,0,0,45.08,33.33,0.0,21.58
9282,2006.0,Strategy,Portable,0,0,0,0,0,0,0,0,64.29,21.43,0.0,14.29
894,2008.0,Sports,Console,0,1,0,0,0,0,0,0,78.24,0.0,15.03,6.22
1487,2014.0,Role-Playing,Console,0,0,0,0,0,0,0,0,30.3,27.27,30.3,12.88
10067,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,54.55,36.36,0.0,9.09
9172,2011.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5248,1981.0,Action,Console,0,0,0,0,0,0,0,0,91.67,5.56,0.0,0.0
2247,2001.0,Simulation,Console,0,0,0,0,0,0,0,0,48.91,38.04,0.0,13.04
12618,2016.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10536,2009.0,Misc,Portable,0,0,0,0,0,0,0,0,90.0,0.0,0.0,10.0
15981,2015.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2462,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,54.76,35.71,0.0,10.71
5981,2002.0,Adventure,Console,0,0,0,0,0,0,0,0,6.9,6.9,86.21,3.45
4313,2005.0,Platform,Portable,0,0,0,0,0,0,0,0,73.33,26.67,0.0,2.22
12252,2004.0,Simulation,Console,0,0,0,0,0,0,0,0,83.33,16.67,0.0,0.0
4741,2012.0,Action,Console,0,0,0,0,0,0,0,0,46.34,36.59,0.0,17.07
12614,2014.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1588,2007.0,Shooter,Console,0,0,0,0,0,0,0,0,37.6,42.4,2.4,17.6
9004,2002.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4102,2010.0,Shooter,Console,0,0,0,0,0,0,0,0,41.67,50.0,0.0,10.42
13988,2009.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2115,,Shooter,Console,0,0,0,0,0,0,0,0,92.86,6.12,0.0,1.02
9217,1996.0,Puzzle,Console,0,0,0,0,0,0,0,0,57.14,35.71,0.0,7.14
296,2014.0,Shooter,Console,0,0,0,0,0,0,0,0,27.79,52.61,2.48,17.12
8901,,Misc,Console,0,0,0,0,0,0,0,0,46.67,40.0,0.0,13.33
16316,2009.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9583,2015.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10650,2008.0,Adventure,Portable,0,0,0,0,0,0,0,0,80.0,10.0,0.0,10.0
13019,2015.0,Platform,Portable,0,0,0,0,0,0,0,0,60.0,20.0,0.0,20.0
16247,2016.0,Racing,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
515,2010.0,Action,Console,0,0,0,0,0,0,0,0,65.85,20.07,3.87,10.56
13364,2007.0,Action,Portable,0,0,0,0,0,0,0,0,60.0,20.0,0.0,0.0
15325,2006.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3535,1997.0,Sports,Console,0,0,0,0,0,0,0,1,84.21,14.04,0.0,0.0
3429,2007.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,66.1,3.39,22.03,6.78
16579,2016.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
5562,2010.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,39.39,0.0,57.58,3.03
15789,2009.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15066,2002.0,Platform,Portable,0,0,0,0,0,0,0,0,100.0,50.0,0.0,0.0
11210,2011.0,Action,Console,0,0,0,0,0,0,0,0,44.44,33.33,0.0,11.11
10521,2015.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,10.0,90.0,0.0
1944,2010.0,Action,Console,0,0,0,0,0,0,0,0,63.21,27.36,0.94,9.43
2060,2000.0,Fighting,Console,0,0,0,0,0,0,0,0,30.0,24.0,38.0,8.0
4024,2006.0,Sports,Console,0,0,0,0,0,0,0,0,89.8,4.08,0.0,8.16
10000,2012.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9770,2014.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2103,2005.0,Platform,Console,0,0,0,0,0,0,0,0,76.77,20.2,0.0,3.03
12441,1995.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11893,2009.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16575,2008.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13337,2006.0,Simulation,Console,0,0,0,0,0,0,0,0,60.0,20.0,20.0,0.0
10678,2011.0,Misc,Console,0,0,0,0,0,0,0,0,80.0,10.0,0.0,10.0
12077,1995.0,Shooter,Console,0,0,0,0,0,0,0,0,57.14,42.86,0.0,0.0
6698,2003.0,Fighting,Console,0,0,0,0,0,0,0,0,76.0,20.0,0.0,4.0
6010,2009.0,Simulation,Portable,0,0,0,0,0,0,0,0,93.1,0.0,0.0,6.9
10873,2004.0,Role-Playing,Console,0,0,0,0,0,0,0,0,55.56,44.44,0.0,11.11
7791,2002.0,Role-Playing,Console,0,0,0,0,0,0,0,0,47.37,36.84,0.0,10.53
11697,2007.0,Fighting,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3595,2015.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,46.43,25.0,21.43,7.14
9446,2009.0,Sports,Console,0,0,0,0,0,0,0,0,92.31,0.0,0.0,7.69
11965,2012.0,Shooter,Console,0,0,0,0,0,0,0,0,42.86,42.86,0.0,14.29
10565,2009.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
525,2003.0,Fighting,Console,0,0,0,0,0,0,0,0,47.14,37.86,1.43,13.57
11881,2010.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
1707,1982.0,Racing,Console,0,0,0,0,0,0,0,0,93.22,5.93,0.0,0.85
5246,2011.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,86.11,0.0,13.89
1756,1997.0,Racing,Console,0,0,0,0,0,0,0,0,56.03,37.93,0.0,6.9
14416,2009.0,Action,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,33.33
11328,2006.0,Sports,Console,0,0,0,0,0,0,0,0,87.5,0.0,0.0,12.5
538,2003.0,Platform,Console,0,0,0,0,0,0,0,0,60.43,26.62,0.0,12.95
4839,2009.0,Action,Console,0,0,0,0,0,0,0,0,45.0,42.5,0.0,10.0
9612,2001.0,Adventure,Console,0,0,0,0,0,0,0,0,53.85,38.46,0.0,7.69
14912,2016.0,Role-Playing,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6295,2013.0,Misc,Console,0,0,0,0,0,0,0,0,29.63,0.0,70.37,3.7
6789,1997.0,Action,Console,0,0,0,0,0,0,0,0,58.33,37.5,0.0,8.33
170,2009.0,Role-Playing,Console,0,0,0,0,0,0,0,0,32.46,23.13,34.89,9.7
9180,2002.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,35.71,0.0,14.29
3665,2000.0,Fighting,Console,0,0,0,0,0,0,0,0,56.36,38.18,0.0,7.27
6998,2008.0,Shooter,Console,0,0,0,0,0,0,0,0,60.87,30.43,0.0,13.04
15469,2016.0,Platform,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
12693,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,83.33,0.0,0.0,0.0
6768,2004.0,Racing,Portable,0,0,0,0,0,0,0,0,44.0,16.0,40.0,4.0
12122,2004.0,Adventure,Console,0,0,0,0,0,0,0,0,42.86,42.86,0.0,14.29
10952,2005.0,Strategy,PC,0,0,0,0,0,0,0,0,11.11,77.78,0.0,11.11
1447,2004.0,Action,Console,0,0,0,0,0,0,0,0,16.3,3.7,78.52,1.48
5683,1996.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
8818,2002.0,Shooter,Console,0,0,0,0,0,0,0,0,73.33,20.0,0.0,6.67
8836,1991.0,Sports,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7025,2002.0,Platform,Console,0,0,0,0,0,0,0,0,78.26,21.74,0.0,4.35
10204,2011.0,Misc,Console,0,0,0,0,0,0,0,0,90.91,0.0,0.0,9.09
12973,1994.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15773,2010.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
846,2007.0,Puzzle,Portable,0,0,0,0,0,0,0,0,24.38,63.18,0.0,12.44
11109,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,77.78,0.0,11.11
6842,2007.0,Misc,Console,0,0,0,0,0,0,0,0,91.67,0.0,0.0,8.33
3887,1996.0,Sports,Console,0,0,0,0,0,0,0,0,15.69,9.8,68.63,5.88
4482,2009.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,13.64,0.0,86.36
5561,1983.0,Action,Console,0,0,0,0,0,0,0,0,93.94,6.06,0.0,0.0
323,2015.0,Action,Console,0,0,0,0,0,0,0,0,39.31,41.69,2.64,16.09
4234,,Action,Console,0,0,0,0,0,0,0,0,93.48,6.52,0.0,0.0
13469,2008.0,Platform,Console,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
2906,2003.0,Sports,Console,0,0,0,0,0,0,0,0,77.14,20.0,0.0,2.86
5693,2015.0,Misc,Console,0,0,0,0,0,0,0,0,75.0,12.5,0.0,9.38
13213,2001.0,Racing,Console,0,0,0,0,0,0,0,0,40.0,40.0,0.0,20.0
7471,2006.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15988,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,100.0,0.0,0.0
2395,2013.0,Fighting,Console,0,0,0,0,0,0,0,0,52.87,33.33,0.0,13.79
12227,2004.0,Strategy,Console,0,0,0,0,0,0,0,0,71.43,14.29,0.0,0.0
15939,1999.0,Simulation,Console,0,0,0,0,0,0,0,0,50.0,50.0,0.0,0.0
679,2008.0,Sports,Console,0,0,0,0,0,0,0,0,51.28,38.46,0.0,10.26
10561,,Simulation,Portable,0,0,0,0,0,0,0,0,90.0,0.0,0.0,10.0
3521,2008.0,Action,Portable,0,0,0,0,0,0,0,0,92.98,0.0,0.0,7.02
12450,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
10012,2006.0,Racing,Console,0,0,0,0,0,0,0,0,54.55,36.36,0.0,9.09
8444,1997.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15829,2004.0,Misc,Console,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
11233,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,88.89,0.0,0.0,11.11
15427,2015.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7552,2004.0,Racing,Console,0,0,0,0,0,0,0,0,50.0,40.0,0.0,15.0
5272,2005.0,Adventure,Console,0,0,0,0,0,0,0,0,77.14,20.0,0.0,2.86
8739,2001.0,Racing,Console,0,0,0,0,0,0,0,0,53.33,40.0,0.0,13.33
3529,2008.0,Simulation,Portable,0,0,0,0,0,0,0,0,91.23,1.75,0.0,7.02
20,2005.0,Misc,Portable,0,0,0,0,0,0,0,0,23.49,45.8,20.57,10.14
4557,2010.0,Action,Console,0,0,0,0,0,0,0,0,62.79,23.26,0.0,11.63
12831,2007.0,Shooter,PC,0,0,0,0,0,0,0,0,0.0,80.0,0.0,20.0
15009,2016.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
12259,2013.0,Strategy,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16377,2009.0,Role-Playing,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3966,2006.0,Action,Console,0,0,0,0,0,0,0,0,50.0,38.0,0.0,12.0
7438,2012.0,Misc,Console,0,0,0,0,0,0,0,0,71.43,19.05,0.0,9.52
7535,2005.0,Misc,Portable,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
11129,1993.0,Shooter,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
9809,2004.0,Fighting,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
6165,2007.0,Action,Console,0,0,0,0,0,0,0,0,50.0,39.29,0.0,14.29
14718,1997.0,Misc,Console,0,0,0,0,0,0,0,0,66.67,33.33,0.0,0.0
13792,2013.0,Adventure,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6271,2010.0,Sports,Console,0,0,0,0,0,0,0,0,66.67,22.22,0.0,11.11
8718,1999.0,Racing,Console,0,0,0,0,0,0,0,0,60.0,40.0,0.0,6.67
4907,2008.0,Sports,Portable,0,0,0,0,0,0,0,0,92.31,0.0,0.0,7.69
4761,2008.0,Simulation,Console,0,0,0,0,0,0,0,0,82.93,9.76,0.0,7.32
2741,2008.0,Action,Console,0,0,0,0,0,0,0,0,61.33,28.0,1.33,9.33
9264,2008.0,Adventure,Console,0,0,0,0,0,0,0,0,64.29,21.43,0.0,14.29
10324,2008.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,27.27,54.55,9.09
13488,2005.0,Shooter,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
5748,2001.0,Action,Console,0,0,0,0,0,0,0,1,54.84,38.71,0.0,6.45
11608,2002.0,Sports,Portable,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
4238,2011.0,Shooter,Console,0,0,0,0,0,0,0,0,45.65,36.96,2.17,15.22
4420,2009.0,Puzzle,Portable,0,0,0,0,0,0,0,0,68.18,25.0,0.0,9.09
13253,1998.0,Platform,Console,0,0,0,0,0,0,0,0,60.0,40.0,0.0,0.0
6753,1996.0,Platform,Console,0,0,0,0,0,0,0,0,20.0,12.0,60.0,8.0
4486,2010.0,Simulation,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
696,1997.0,Action,PC,0,0,0,0,0,0,0,0,39.74,54.59,0.0,5.68
6902,2015.0,Platform,Portable,0,0,0,0,0,0,0,0,37.5,33.33,25.0,8.33
16132,2011.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11903,2009.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16380,2007.0,Misc,Portable,0,0,0,0,0,0,0,0,100.0,0.0,0.0,0.0
9212,2012.0,Fighting,Portable,0,0,0,0,0,0,0,0,42.86,42.86,0.0,21.43
4193,2009.0,Puzzle,Console,0,0,0,0,0,0,0,0,72.34,19.15,0.0,8.51
4061,2001.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.88,6.12
9484,2012.0,Misc,Console,0,0,0,0,0,0,0,0,7.69,76.92,0.0,15.38
3517,2008.0,Action,Console,0,0,0,0,0,0,0,0,47.37,42.11,0.0,10.53
4870,2004.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
7974,2009.0,Shooter,Console,0,0,0,0,0,0,0,0,89.47,0.0,0.0,10.53
4171,2010.0,Fighting,Console,0,0,0,0,0,0,0,0,63.83,27.66,0.0,8.51
15947,2016.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4221,2007.0,Puzzle,Portable,0,0,0,0,0,0,0,0,91.49,2.13,0.0,6.38
979,2012.0,Role-Playing,Console,0,0,0,0,0,0,0,0,23.03,25.84,40.45,10.67
16522,2014.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
4972,2006.0,Action,Console,0,0,0,0,0,0,0,0,69.23,20.51,2.56,7.69
14021,2003.0,Sports,Console,0,0,0,0,0,0,0,0,75.0,25.0,0.0,0.0
7836,2008.0,Puzzle,Portable,0,0,0,0,0,0,0,0,78.95,15.79,0.0,5.26
3378,2014.0,Action,Console,0,0,0,0,0,0,0,0,43.33,40.0,0.0,16.67
12807,2014.0,Strategy,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
848,2013.0,Action,Console,0,0,0,0,0,0,0,0,38.5,42.5,0.5,18.5
4751,2002.0,Fighting,Console,0,0,0,0,0,0,0,0,75.61,19.51,0.0,2.44
4394,2004.0,Sports,Console,0,0,0,0,0,0,0,1,77.78,20.0,0.0,2.22
3798,2007.0,Shooter,Portable,0,0,0,0,0,0,0,0,66.04,18.87,0.0,15.09
15919,2009.0,Racing,Portable,0,0,0,0,0,0,0,0,50.0,0.0,0.0,0.0
12603,2007.0,Puzzle,Portable,0,0,0,0,0,0,0,0,83.33,0.0,0.0,0.0
13447,2014.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
13984,2008.0,Misc,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
5892,2007.0,Action,Console,0,0,0,0,0,0,0,0,80.0,13.33,0.0,6.67
3313,2009.0,Platform,Portable,0,0,0,0,0,0,0,0,29.51,44.26,0.0,24.59
10197,2006.0,Adventure,Portable,0,0,0,0,0,0,0,0,90.91,0.0,0.0,9.09
12196,2004.0,Simulation,Console,0,0,0,0,0,0,0,0,42.86,42.86,0.0,14.29
8467,2010.0,Strategy,Console,0,0,0,0,0,0,0,0,81.25,12.5,0.0,6.25
3367,2002.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,93.33,6.67
12698,2010.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
16265,2010.0,Adventure,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
2923,2010.0,Action,Console,0,0,0,0,0,0,0,0,27.14,51.43,1.43,18.57
16262,2008.0,Action,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
6414,1998.0,Role-Playing,Console,0,0,0,0,0,0,0,0,55.56,37.04,0.0,7.41
4906,2011.0,Sports,Portable,1,0,0,0,0,0,0,0,20.51,66.67,0.0,12.82
8915,2006.0,Sports,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
14084,2006.0,Action,PC,0,0,0,0,0,0,0,0,0.0,75.0,0.0,25.0
14004,2000.0,Fighting,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
3937,2004.0,Fighting,Portable,0,0,0,0,0,0,0,0,70.59,25.49,0.0,1.96
13870,2016.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
11552,2016.0,Shooter,Console,0,0,0,0,0,0,0,0,37.5,50.0,0.0,12.5
4959,2005.0,Simulation,Portable,0,0,0,0,0,0,0,0,71.79,25.64,0.0,2.56
12246,2011.0,Puzzle,Portable,0,0,0,0,0,0,0,0,0.0,83.33,0.0,16.67
10593,2016.0,Strategy,PC,0,0,0,0,0,0,0,0,0.0,100.0,0.0,10.0
10290,2002.0,Sports,Console,0,0,0,0,0,0,0,0,72.73,18.18,0.0,0.0
8987,2010.0,Misc,Portable,0,0,0,0,0,0,0,0,93.33,0.0,0.0,6.67
8166,2002.0,Sports,Console,0,0,0,0,0,0,0,0,22.22,16.67,55.56,5.56
6755,2008.0,Racing,Console,0,0,0,0,0,0,0,0,48.0,44.0,0.0,8.0
5315,2004.0,Platform,Console,0,0,0,0,0,0,0,0,48.57,37.14,0.0,11.43
6702,1998.0,Misc,Console,0,0,0,0,0,0,0,0,56.0,36.0,0.0,8.0
1847,2004.0,Puzzle,Portable,0,0,0,0,0,0,0,0,46.85,31.53,0.0,20.72
15610,2006.0,Action,Console,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
15309,2007.0,Misc,Portable,0,0,0,0,0,0,0,0,0.0,0.0,100.0,0.0
